Date_time,Disposition,Site_name,Site_at,Start_NAD83_East,Start_NAD83_North,End_NAD83_East,End_NAD83_North,Dry_site,System_type,Water_source,Length_m,Width_m,Hour,Minute,End_time,Total_survey_time,Habitat_type,Precipitation,Air_temp_150cm_C,Water_tmp_5cm_C,Relative_humidity,Wind_speed,Floating_veg_perc,Floating_species,Submerged_veg_perc,Submerged_species,Emergent_veg_perc,Emergent_species,Perimeter_veg_perc,Perimeter_species,Comments
2023-04-11T20:58:00Z,none,Agua Cercada Tank,RU1,469595,3482070,NA,NA,no,stock tank,runoff,63,56,20,58,2105,7,lentic,none,14.9,22,32.1,breezy,0,NA,0,NA,0,NA,0,0,NA
2023-04-11T22:15:00Z,none,Arivaca Tank,Cobre Ridge BZ,465686,3491105,NA,NA,no,stock tank,runoff,121,56,22,15,2235,20,lentic,none,15.5,19.899999999999999,30.7,breezy,0,NA,5,grasses,0,NA,40,"grasses, shrubs","GAAF, bullhead fishes"
2023-04-11T22:47:00Z,none,Chilton Tank,Cobre Ridge BZ,465838,3490344,NA,NA,no,stock tank,runoff,50,35,22,47,2253,6,lentic,none,14.6,19.5,33.799999999999997,breezy,0,NA,0,NA,5,grasses,20,grasses,NA
2023-04-12T16:43:00Z,removed,Pauline Tank,Canelo,546283,3483274,NA,NA,no,stock tank,runoff,45,18,16,43,1657,14,lentic,none,23.4,23.2,10.9,breezy,0,NA,0,NA,0,NA,5,forbs,1 115mm SVL male removed
2023-04-12T17:32:00Z,removed,Middle Canyon Tank,Canelo,544728,3483282,NA,NA,no,stock tank,runoff,32,30,17,32,1815,43,lentic,none,20.8,20.9,21.6,breezy,0,NA,5,Potamogeton,10,Eleocharis,10,"grasses, Eleocharis","2 removed, both @ ~100mm SVL"
2023-04-12T19:51:00Z,removed,"Turkey Creek, Canelo Project",Canelo,546093,3491491,546787,3492538,no,stream,spring,NA,8,19,51,2123,92,lotic,none,5.9,13.4,48.6,breezy,5,algae,25,algae,20,"willow, grasses, Eleocharis",100,"willow, grasses, Eleocharis, forbs","3 removed, all between 85-105mm SVL"
2023-04-12T21:59:00Z,none,"TNC, Upper",Canelo,544852,3492268,544813,3492004,no,stream,spring,NA,6,21,59,2216,17,lotic,none,4.9000000000000004,11.8,50.3,breezy,0,NA,10,algae,20,"willow, grasses, Eleocharis, forbs",100,"willow, grasses, Eleocharis, forbs",NA
2023-04-18T14:51:00Z,none,Border Tank,Canelo,541581,3483029,NA,NA,no,stock tank,runoff,37,28,14,51,1505,14,lentic,none,23.5,22.2,13.2,breezy,0,NA,0,NA,25,"Scirpus, Eleocharis",30,Eleocharis,NA
2023-04-18T15:21:00Z,removed,Woodchopper Tank,Canelo,542734,3481716,NA,NA,no,stock tank,runoff,74,47,15,21,1623,62,lentic,none,23.2,22.3,14.4,breezy,0,NA,25,algae,5,Eleocharis,5,Eleocharis,Juve RACA ranged from 90-105mm SVL; Adult RACA from 120-150mm SVL
2023-04-18T16:35:00Z,removed,Upper Tank,Canelo,542419,3483076,NA,NA,no,stock tank,runoff,50,16,16,35,1715,40,lentic,none,22.3,22.7,12.5,breezy,0,NA,0,NA,0,NA,0,0,"95mm SVL, removed"
2023-04-18T17:31:00Z,removed,Canelo Tank,Canelo,542158,3483941,NA,NA,no,stock tank,runoff,36,25,17,31,1811,40,lentic,none,21.1,22.4,11.1,breezy,0,NA,5,"Potamogeton, algae",10,Eleocharis,80,"grasses, Eleocharis","Adult RACA 120-140mm SVL. Tadpoles are large/late-stage, >100mm TL. Apparent breaching"
2023-04-18T19:30:00Z,observed,Lower ODonell Creek,Canelo,545849,3493309,545150,3492703,no,stream,spring,NA,12,19,30,2033,63,lotic,none,17.8/12.0,18.1/11.8,16.5/29.9,breezy,10,algae,35,algae,15,"willow, grasses, Eleocharis",100,"willow, grasses, Eleocharis, forbs",75mm SVL adult RACH observed in pool at dam (starting UTM)
2023-04-18T20:45:00Z,none,"TNC, Lower",Canelo,544875,3492309,544978,3492466,no,stream,spring,NA,4,20,45,2102,17,lotic,none,14.8,12.6,23.7,breezy,0,NA,10,algae,30,"willow, grasses, Eleocharis, forbs",100,"willow, grasses, Eleocharis, forbs",NA
2023-04-18T21:09:00Z,none,"TNC, Upper",Canelo,544852,3492268,544813,3492004,no,stream,spring,NA,6,21,09,2150,41,lotic,none,14.8,12.9,24.2,breezy,0,NA,10,algae,20,"willow, grasses, Eleocharis, forbs",100,"willow, grasses, Eleocharis, forbs","Heard splash in the 1st pool @ start of survey. Waited for 20 mins, no frog. Fish? Keep monitoring"
2023-04-19T14:35:00Z,observed,Fish Tank,Canelo,541900,3486098,NA,NA,no,stock tank,runoff,46,33,14,35,1447,22,lentic,none,22.7,25.6,20.6,breezy,1,algae,100,Potamogeton,5,Eleocharis,80,"grasses, Eleocharis",NA
2023-04-19T15:02:00Z,none,Double Tank,Canelo,541283,3486809,NA,NA,no,stock tank,runoff,29,19,15,02,1509,7,lentic,none,22.8,26.7,17.8,breezy,0,NA,10,Potamogeton,0,NA,0,0,"Shallow, 0.5m deep. Likely dry in one month."
2023-04-19T17:02:00Z,none,Middle Canyon Tank,Canelo,544742,3483309,NA,NA,no,stock tank,runoff,32,27,17,02,1714,12,lentic,none,22.3,21.3,22,breezy,0,NA,5,Potomogeton,10,Eleocharis,10,Eleocharis,NA
2023-04-19T19:46:00Z,none,Pyeatt Tank,Canelo,551674,3491760,NA,NA,no,stock tank,well,NA,NA,19,46,2001,15,lentic,none,17.100000000000001,19.2,24.7,breezy,25,algae,50,algae,0,NA,20,"trees, shrubs",NA
2023-04-19T20:23:00Z,removed,"Turkey Creek, Canelo Project",Canelo,546073,3491220,546787,3492538,no,stream,spring,NA,7,20,23,2253,150,lotic,none,7.4,14.1,53.1,still,5,algae,10,algae,30,"willow, grasses, Scirpus",100,"willow, grasses, forbs, Scirpus","Surveyed from low-water bridge to near water end. 2 juvs @ upstream house pool. Juvs 75-90mm, adult 140mm missed, tad 120mm"
2023-04-20T19:36:00Z,removed,"Turkey Creek, Canelo Project",Canelo,546093,3491491,546787,3492538,no,stream,spring,NA,8,19,36,2125,109,lotic,none,11.8,14.4,38.4,breezy,5,algae,25,algae,20,"willow, grasses, Eleocharis",100,"willow, grasses, Eleocharis, forbs","Adult RACA ~140mm not removed, 3 juveniles removed between 80-95mm SVL"
2023-04-25T14:50:00Z,removed,Woodchopper Tank,Canelo,542734,3481716,NA,NA,no,stock tank,runoff,67,44,14,50,1638,108,lentic,none,25.2,23.2,12.7,breezy,0,NA,25,algae,5,Eleocharis,5,Eleocharis,"4 adults removed: 2 females measured at 137mm SVL (1mm oviduct, yellow undifferentiated ovary), 162mm (3mm oviduct, differentiating black and gray 1mm eggs). Photos of both. 1 juve removed. 1 120mm tadpole observed"
2023-04-25T16:54:00Z,removed,Upper Tank,Canelo,542419,3483076,NA,NA,no,stock tank,runoff,48,17,16,54,1727,33,lentic,none,24.4,24.7,15.1,breezy,0,NA,0,NA,0,NA,0,0,1 removed @ 100mm
2023-04-25T17:37:00Z,none,Border Tank,Canelo,541581,3483029,NA,NA,no,stock tank,runoff,41,35,17,37,1744,7,lentic,none,24.7,23.2,14.9,breezy,0,NA,0,NA,25,"Scirpus, Eleocharis",30,Eleocharis,Large splash heard from within emergent scirpus--Adult RACA? Veg removal recommended.
2023-04-25T17:50:00Z,observed,Canelo Tank,Canelo,542158,3483941,NA,NA,no,stock tank,runoff,33,22,17,50,1822,32,lentic,none,22.6,23.9,22,breezy,0,NA,5,"Potamogeton, algae",10,Eleocharis,80,"grasses, Eleocharis","Adult RACA ~140mm SVL not removed. Tadpoles are large/late-stage, >100mm TL. Apparent breaching"
2023-04-25T19:40:00Z,removed,"Turkey Creek, Canelo Project",Canelo,546093,3491491,546787,3492538,no,stream,spring,NA,8,19,40,2115,95,lotic,none,14.8,14,28,breezy,5,algae,25,algae,20,"willow, grasses, Eleocharis",100,"willow, grasses, Eleocharis, forbs","Adults measure @ 120mm, 150mm. 120mm confirmed removed, 150mm body not recovered. Juves ~85mm SVL"
2023-04-25T21:40:00Z,none,"TNC, Upper",Canelo,544852,3492268,544813,3492004,no,stream,spring,NA,6,21,40,2154,14,lotic,none,14.4,13.3,27.6,breezy,0,NA,10,algae,20,"willow, grasses, Eleocharis, forbs",100,"willow, grasses, Eleocharis, forbs","Heard splash in the 1st pool @ start of survey. Waited for 20 mins, no frog. Fish? Keep monitoring"
2023-04-26T15:32:00Z,none,Clyne Pond,LCNCA,546714,3514423,NA,NA,no,stock tank,runoff,64,61,15,32,1551,19,lentic,none,22.2,23.9,14,breezy,20,algae,75,"Potamogeton, algae",5,willow,20,willow,NA
2023-04-26T16:12:00Z,observed,Hospital Tank,Clyne/Sands,547242,3512964,NA,NA,no,stock tank,runoff,104,66,16,12,1635,23,lentic,none,23,23.1,12.6,breezy,10,algae,30,algae,0,NA,0,0,50-70mm TL tadpoles observed. Will dipnet next survey to confirm RACH ID
2023-04-26T19:42:00Z,none,Mustang Dam,Elgin Buffer Zone,552730,3505274,NA,NA,no,stock tank,runoff,65,36,19,42,1957,15,lentic,none,17.3,19.3,18.899999999999999,breezy,0,NA,0,NA,5,willow,5,willow,Hundreds of crayfish
2023-04-26T20:37:00Z,none,BZ 10,Elgin Buffer Zone,552890,3508322,NA,NA,no,stock tank,runoff,96,74,20,37,2047,10,lentic,none,17.600000000000001,20.2,15.9,breezy,0,NA,0,NA,0,NA,0,0,Cows present
2023-04-26T21:03:00Z,none,BZ 11,Elgin Buffer Zone,552038,3509073,NA,NA,no,stock tank,runoff,42,21,21,03,2107,4,lentic,none,17,20.2,18.7,breezy,0,NA,15,algae,0,NA,0,0,Cows present
2023-04-26T21:54:00Z,none,Jack Daniels Dam,Elgin Buffer Zone,547974,3505155,NA,NA,no,stock tank,runoff,155,36,21,54,2213,19,lentic,none,15.8,19.600000000000001,20.100000000000001,breezy,50,algae,60,"Potamogeton, algae",5,grasses,60,grasses,NA
2023-04-27T14:01:00Z,removed,Woodchopper Tank,Canelo,542734,3481716,NA,NA,no,stock tank,runoff,67,44,14,01,1504,63,lentic,none,26.3,24.2,16.399999999999999,breezy,0,NA,25,algae,5,Eleocharis,5,Eleocharis,"Adult RACA  ~120-140mm SVL, juves ~90-115mm. Possible breaching by AMTI salamanders observed?"
2023-04-27T15:24:00Z,observed,Upper Tank,Canelo,542419,3483076,NA,NA,no,stock tank,runoff,48,17,15,24,1536,12,lentic,none,25.1,23.2,17.2,breezy,0,NA,0,NA,0,NA,0,0,"RACA not removed, ~100mm SVL"
2023-04-27T15:53:00Z,none,Border Tank,Canelo,541581,3483029,NA,NA,no,stock tank,runoff,41,35,15,53,1601,8,lentic,none,25.4,24.2,15.3,breezy,0,NA,0,NA,25,"Scirpus, Eleocharis",30,Eleocharis,NA
2023-04-27T16:08:00Z,observed,Canelo Tank,Canelo,542158,3483941,NA,NA,no,stock tank,runoff,33,22,16,08,1635,27,lentic,none,24,24.4,15,breezy,0,NA,5,"Potamogeton, algae",10,Eleocharis,80,"grasses, Eleocharis","Adult RACA ~150mm SVL not removed. Tadpoles are large/late-stage, >100mm TL. Apparent breaching"
2023-04-27T19:50:00Z,none,Jelk's Pond,Canelo,544907,3490711,NA,NA,no,stock tank,spring,111,20,19,50,2005,15,lentic,none,16.7,16.100000000000001,30.1,breezy,5,algae,15,"Potamogeton, algae",20,Typha,10,grasses,NA
2023-04-27T20:06:00Z,none,Jelk's Creek,Canelo,544911,3490736,544984,3490993,no,stream,spring,NA,11,20,06,2036,30,lotic,none,16.7,17.5,30.1,breezy,5,"Lemma, algae",15,"Potamogeton, algae",80,"Scirpus, Typha, willlow, Potamogeton",95,"grasses, willow, cottonwood, forbs",NA
2023-04-27T20:57:00Z,none,"TNC, Lower",Canelo,544875,3492309,544978,3492466,no,stream,spring,NA,4,20,57,2111,14,lotic,none,14.1,14.5,34.4,breezy,0,NA,10,algae,30,"willow, grasses, Eleocharis, forbs",100,"willow, grasses, Eleocharis, forbs",NA
2023-04-27T21:20:00Z,none,"TNC, Upper",Canelo,544852,3492268,544813,3492004,no,stream,spring,NA,6,21,20,2144,24,lotic,none,14.1,14.7,34.4,breezy,0,NA,10,algae,20,"willow, grasses, Eleocharis, forbs",100,"willow, grasses, Eleocharis, forbs",NA
2023-05-02T14:51:00Z,none,Twin Ponds,Sierritas,478001,3520623,NA,NA,no,stock tank,runoff,80,57,14,51,1509,18,lentic,none,29.2,24.1,18.3,breezy,0,NA,0,NA,0,NA,0,0,East pond DRY
2023-05-02T17:50:00Z,none,Cemetery Tank,Cobre Ridge BZ,472838,3483637,NA,NA,no,stock tank,runoff,89,55,17,50,1810,20,lentic,none,24,21,25.5,breezy,0,NA,15,"algae, grasses",5,grasses,40,grasses,Bass & sunfish
2023-05-02T19:47:00Z,none,Chulo Tank,Cobre Ridge BZ,470443,3483376,NA,NA,no,stock tank,runoff,80,46,19,47,1957,10,lentic,none,19.399999999999999,20.9,43.4,breezy,0,NA,0,NA,35,"grasses, spikerush",100,"grasses, Eleocharis",NA
2023-05-02T20:26:00Z,none,Double Tank,Cobre Ridge BZ,470838,3487347,NA,NA,no,stock tank,runoff,23,11,20,26,2030,4,lentic,none,20.2,21.3,47.8,breezy,0,NA,0,NA,0,NA,0,0,NA
2023-05-02T20:41:00Z,observed,Arrastra Tank,Cobre Ridge BZ,471146,3485345,NA,NA,no,stock tank,runoff,53,19,20,41,2050,9,lentic,none,18.600000000000001,22.2,53,breezy,5,algae,50,algae,0,NA,30,grasses,NA
2023-05-02T21:17:00Z,none,Fraguita Tank,Cobre Ridge BZ,469440,3486126,NA,NA,no,stock tank,runoff,31,18,21,17,2124,7,lentic,none,17.600000000000001,20.6,54.4,breezy,0,NA,5,grasses,10,grasses,40,grasses,NA
2023-05-03T22:00:00Z,removed,Upper Tank,Canelo,542416,3483101,NA,NA,no,stock tank,runoff,47,17,22,00,2253,53,lentic,none,12.7,18.600000000000001,53.8,still,0,NA,0,NA,0,NA,0,0,137-150mm
2023-05-03T23:09:00Z,removed,Border Tank,Canelo,541580,3483014,NA,NA,no,stock tank,runoff,37,29,23,09,2340,31,lentic,none,11.6,16.399999999999999,56.9,still,0,NA,0,NA,15,Scirpus,10,Eleocharis,146-150mm
2023-05-03T23:49:00Z,removed,Canelo Tank,Canelo,542159,3483936,NA,NA,no,stock tank,runoff,31,23,23,49,2358,9,lentic,none,13,17.399999999999999,54.3,still,0,NA,0,NA,0,NA,15,Eleocharis,"167mm female, one side ripe, one side fat bodies"
2023-05-04T10:30:00Z,observed,Canelo Springs Ranch,Canelo,546421,3487869,546411,3488897,no,stock tank,spring,56,37,10,30,1130,60,lentic,none,20.7,16.3,19.600000000000001,windy,10,"Lemma, algae",10,milfoil,5,grasses,100,grasses,"Upper pool sections: 3 juv, 2 adults in spring pool. Pond 1 76x36; 0 obsv. Pond 2 46x32; 7 ad, 2 juv, 1 KISO. Pond 3 85x40; 1 ad, 1 juv, 100 tads (breaching). Pond 4 (House) 56x37; 1 juv, bass & sunfish."
2023-05-04T12:10:00Z,observed,Woodchopper Tank,Canelo,542709,3480704,NA,NA,no,stock tank,runoff,67,43,12,10,1215,5,lentic,none,24.1,22.7,21,breezy,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-05-04T19:56:00Z,removed,Post Canyon,Appleton-Whittell,544947,3493811,544812,3493852,no,stream,spring,NA,3,19,56,2017,21,lotic,none,17,17,28.6,still,10,algae,30,algae,20,grasses,100,"grasses, trees, shrubs","Surveyed from parking to upper dam. Rem 130mm female w/ fat bodies, swabbed."
2023-05-04T20:57:00Z,none,McDaniel Well Tank,Appleton-Whittell,547466,3493573,NA,NA,no,stock tank,well,9,9,20,57,2105,8,lentic,none,14.9,18.600000000000001,32.200000000000003,still,NA,NA,NA,NA,NA,NA,NA,NA,0 in both sides.
2023-05-04T21:23:00Z,none,Finley Tank,Appleton-Whittell,547991,3496884,NA,NA,no,stock tank,well,13,12,21,23,2130,7,lentic,none,10.4,14.1,53.8,still,60,"Lemma, algae",0,NA,40,"grasses, Eleocharis, Scirpus",60,"Eleocharis, Scirpus, grasses, willow","2 laps: 2123-2130, 2219-2226"
2023-05-04T21:46:00Z,observed,Bald Hill Tank,Appleton-Whittell,545465,3496308,NA,NA,no,tank,well,8,8,21,46,2152,6,lentic,none,12.5,16.100000000000001,45.4,still,0,NA,15,chara,5,Eleocharis,5,"grasses, Eleocharis",NA
2023-05-04T22:00:00Z,observed,Antelope Tank,Appleton-Whittell,545962,3497043,NA,NA,no,tank,well,8,8,22,00,2207,7,lentic,none,12.5,16.100000000000001,45.4,still,15,algae,50,algae,10,Eleocharis,5,grasses,NA
2023-05-04T22:45:00Z,observed,Tellas Tank,Appleton-Whittell,546769,3497848,NA,NA,no,stock tank,well,29,27,22,45,2253,8,lentic,none,9.4,14.6,55.5,still,10,"Lemma, algae",20,"Potamogeton, algae",10,Eleocharis,100,"grasses, Eleocharis",2 calling
2023-05-05T15:37:00Z,none,Empire Well W.P.,LCNCA,531033,3516382,NA,NA,no,wildlife pond,well,23,22,15,37,1547,10,lentic,none,29.2,26.5,18.3,breezy,10,Hydrocotyl,100,"Potamogeton, algae",25,"bidens tick, Eleocharis, grass",100,"mesquite, grasses, shrubs, Eleocharis",Water level normal.
2023-05-05T17:17:00Z,none,Cinco Well W.P.,LCNCA,540545,3516513,NA,NA,no,wildlife pond,well,32,25,17,17,1727,10,lentic,none,29.1,23.3,15.4,breezy,50,"Lemma, algae",50,"Potamogeton, algae",10,Eleocharis,100,"cottonwood, willow, shrubs, grasses, Eleocharis",Dead deer in the water. Level normal.
2023-05-05T18:20:00Z,none,Bill's W.P,LCNCA,537982,3516405,NA,NA,no,wildlife pond,well,26,18,18,20,1829,9,lentic,none,27.6,21.3,18.5,breezy,100,algae,100,Potamogeton,0,NA,50,Hydrocotyl,Well not flowing.  Water level VERY low! Level 1m lower (vertically) than normal.
2023-05-05T20:01:00Z,observed,Headwaters,LCNCA,539019,3517416,538868,3516363,no,stream,spring,NA,5,20,01,2135,93,lotic,none,17.100000000000001,17.600000000000001,35.4,still,25,"Lemma, algae",20,"Potomogeton, algae",30,"Hydrocotyl, watercress, Eleocharis, Typha, Scirpus, forbs",100,"cottonwood, willow, shrubs, forbs, grasses, Typha, Eleocharis, Scirpus","Nearly 30 coatis at pool 4. Pool 11-4 not very good habitat, mostly shallow runs. 65-97mm, calling at p19."
2023-05-09T14:15:00Z,observed,Border Tank,Canelo,541581,3483029,NA,NA,no,stock tank,runoff,42,28,14,15,1609,114,lentic,none,26.5,24.9,7.7,breezy,0,NA,0,NA,15,"Scirpus, Eleocharis",10,"Eleocharis, forbs","Tadpoles 100-120mm TL, some with hind legs. 1.5 hours of emergent bulrush removal performed (~25% of total emergent veg.)"
2023-05-09T19:50:00Z,none,Middle Canyon Spring,Canelo,544226,3485324,544779,3483730,no,stream,spring,NA,6,19,50,2040,50,lotic,none,17.8,20.5,20.7,breezy,0,NA,5,pondweed sp.,0,NA,0,0,Dry throughout length of survey stretch except for start UTM pool  and end UTM pool downstream from Middle Canyon Tank
2023-05-09T20:50:00Z,none,Middle Canyon Tank,Canelo,544728,3483282,NA,NA,no,stock tank,runoff,30,28,20,50,2106,16,lentic,none,16.600000000000001,19.600000000000001,26.4,breezy,0,NA,80,Potamogeton,5,Eleocharis,5,Eleocharis,NA
2023-05-09T21:46:00Z,none,Pauline Tank,Canelo,546283,3483274,NA,NA,no,stock tank,runoff,42,17,21,46,2201,15,lentic,none,16.5,20,32.700000000000003,breezy,0,NA,0,NA,0,NA,0,0,NA
2023-05-10T09:45:00Z,observed,Border Tank,Canelo,541581,3483029,NA,NA,no,stock tank,runoff,42,28,09,45,1425,280,lentic,none,20.6,21.7,14.3,windy,0,NA,0,NA,5,"Scirpus, Eleocharis",10,"Eleocharis, forbs","Tadpoles 100-120mm TL, some with hind legs. Removed 2 large emergent patches of scirpus (10mx6m & 6x4)"
2023-05-10T20:00:00Z,observed,Woodchopper Tank,Canelo,542734,3481716,NA,NA,no,stock tank,runoff,67,42,20,00,2052,52,lentic,none,10.5,18.5,23.1,still,0,NA,25,algae,5,Eleocharis,5,Eleocharis,Adult RACA not removed; extremely wary. Veg management performed on perimeter spikerush during the day to aid in night survey.
2023-05-10T21:11:00Z,none,Upper Tank,Canelo,542419,3483076,NA,NA,no,stock tank,runoff,46,16,21,11,2118,7,lentic,none,9.1999999999999993,20.2,30.5,still,0,NA,0,NA,0,NA,0,0,NA
2023-05-10T21:32:00Z,removed,Border Tank,Canelo,541581,3483029,NA,NA,no,stock tank,runoff,42,28,21,32,2232,60,lentic,none,6,16.399999999999999,31.3,still,0,NA,0,NA,5,"Scirpus, Eleocharis",10,"Eleocharis, forbs","2 adult RACA removed; 145mm SVL & 164mm--both females. 145mm = 2mm oviduct, black differentiated eggs. 165mm = 5mm oviduct, black differentiated eggs [photos of both, 2 swab samples taken]. Juve removed @ 65mm SVL"
2023-05-10T22:57:00Z,none,Canelo Tank,Canelo,542158,3483941,NA,NA,no,stock tank,runoff,30,22,22,57,2303,6,lentic,none,5,16,36,still,0,NA,5,algae,5,Eleocharis,5,Eleocharis,NA
2023-05-11T19:50:00Z,observed,Pump Canyon,LCNCA,540841,3526007,540306,3524938,no,stream,spring,NA,13,19,50,2056,66,lotic,none,17.3/13.4,16.0/17.2,30.2/43.4,breezy,5,"Lemma, algae",20,algae,10,"Eleocharis, forbs",100,"willow, forbs, Eleocharis, cottonwood",Unable to confirm ID adult ranid frog in Pump Pool. Either RAYA or RACH
2023-05-11T20:57:00Z,observed,Mattie Canyon,LCNCA,540306,3524938,539994,3523803,no,stream,spring,NA,4,20,57,2209,72,lotic,none,13.4/7.9,17.2/15.1,43.4/39.9,breezy,0,NA,5,algae,15,"Eleocharis, forbs",100,"willow, grasses, Eleocharis, forbs","60-70mm SVL, confirmed ID"
2023-05-16T12:16:00Z,observed,Ruby Lakes,Cobre Ridge BZ,477306,3478721,NA,NA,no,stock tank,runoff,175,117,12,16,1304,48,lentic,none,29.9,21.8,29,windy,60,"potamogeton, algae, lemma",80,"Potamogeton, algae",20,"willow, grasses, Eleocharis",100,"willow, grasses, Eleocharis",NA
2023-05-16T13:35:00Z,none,Papago Tanks,Cobre Ridge BZ,476731,3483408,NA,NA,no,stock tank,runoff,128,91,13,35,1408,33,lentic,none,26.3,25.5,36,windy,0,NA,10,algae,10,"willow, grasses, forbs",85,"grasses, willow",NA
2023-05-16T15:11:00Z,observed,Austerlitz Tank,Cobre Ridge BZ,474059,3481074,NA,NA,no,stock tank,runoff,45,18,15,11,1519,8,lentic,none,23.7,22.8,42.2,windy,10,algae,50,algae,5,"grasses, Eleocharis",90,"grasses, Eleocharis, oak",NA
2023-05-16T15:30:00Z,observed,Japanese Tank,Cobre Ridge BZ,474285,3479547,NA,NA,no,stock tank,runoff,56,38,15,30,1540,10,lentic,none,23.5,24.3,41.2,windy,15,potamogeton,100,Potamogeton,0,NA,5,mesquite,NA
2023-05-16T15:58:00Z,none,Cemetery Tank,Cobre Ridge BZ,472838,3483637,NA,NA,no,stock tank,runoff,81,55,15,58,1614,16,lentic,none,26.1,24.1,38.200000000000003,breezy,5,algae,15,algae,5,grasses,75,grasses,Bass & sunfish
2023-05-16T16:51:00Z,none,Arivaca Tank,Cobre Ridge BZ,465686,3491105,NA,NA,no,stock tank,runoff,110,50,16,51,1710,19,lentic,none,26.9,25.2,33,breezy,5,algae,0,NA,0,NA,15,"grasses, seepwillow","GAAF, bullhead fishes"
2023-05-16T17:39:00Z,none,Side Pocket Tank,Cobre Ridge BZ,469567,3487382,NA,NA,no,stock tank,runoff,28,20,17,39,1743,4,lentic,none,28.4,25.8,27.2,breezy,55,"potamogeton, algae",100,"Potamogeton, algae",0,NA,0,0,NA
2023-05-16T19:27:00Z,none,Little Tank,RU1,470265,3478750,NA,NA,no,stock tank,runoff,111,42,19,27,1945,18,lentic,none,24,22.8,30,breezy,0,NA,0,NA,0,NA,0,0,NA
2023-05-16T22:18:00Z,none,Sierra Bonita Tank,RU1,470936,3478133,NA,NA,no,stock tank,runoff,130,50,22,18,2238,20,lentic,none,23.9,23.3,33.6,breezy,0,NA,0,NA,0,NA,30,"grasses, oak",NA
2023-05-17T13:00:00Z,removed,Jelk's Pond,Canelo,544907,3490711,NA,NA,no,stock tank,spring,76,18,13,00,1321,21,lentic,none,24.7,22.6,39.6,breezy,5,algae,25,"Potamogeton, algae",35,Typha,0,0,1 RACA removed @ 90mm SVL. Small rodent in stomach. 1st RACA observed in Jelk's Pond this season
2023-05-17T13:22:00Z,observed,Jelk's Creek,Canelo,544911,3490736,544984,3490993,no,stream,spring,NA,12,13,22,1541,139,lotic,none,24.7,20.6,39.6,breezy,15,"Lemma, algae",15,"Potamogeton, algae",80,"Scirpus, Typha, willlow, Potamogeton",100,"grasses, willow, cottonwood, forbs","RACA not removed, ~100-110mm SVL (1st RACA observed in Jelk's Creek this season). 2 hours of veg management performed during day."
2023-05-17T16:07:00Z,observed,"TNC, Lower",Canelo,544875,3492309,544978,3492466,no,stream,spring,NA,4,16,07,1700,53,lotic,none,24,16.899999999999999,37.200000000000003,breezy,0,NA,10,algae,30,"willow, grasses, Eleocharis, forbs",100,"willow, grasses, Eleocharis, forbs","RACA not removed, ~90mm SVL"
2023-05-17T17:11:00Z,none,"TNC, Upper",Canelo,544852,3492268,544813,3492004,no,stream,spring,NA,6,17,11,1742,31,lotic,none,24,15.2,37.200000000000003,breezy,0,NA,10,algae,20,"willow, grasses, Eleocharis, forbs",100,"willow, grasses, Eleocharis, forbs",Splash heard at beginning of survey (chub?). Will monitor during next night survey
2023-05-17T20:05:00Z,observed,Coldspring,LCNCA,539671,3523726,540306,3524938,no,stream,spring,NA,9,20,05,2120,75,lotic,none,17.7/15.6,19.0/18.1,74.4/83.5,breezy,5,"Lemma, algae",30,"Potamogeton, algae",75,"forbs, Eleocharis, grasses, sedge",100,"willow, grasses, Eleocharis, forbs","65mm SVL, observed ~0.1 mi downstream from survey start"
2023-05-18T20:00:00Z,none,Lower ODonell Creek,Canelo,545849,3493309,545150,3492703,no,stream,spring,NA,6,20,00,2055,55,lotic,none,15.1/13.5,18.9/13.2,85.1/87.1,breezy,0,NA,10,algae,20,"willow, grasses, Eleocharis, forbs",100,"willow, grasses, Eleocharis, forbs",Survey start at downstream 'Dam 2' on AWRR; end at Forest Service/TNC border fence.
2023-05-18T21:09:00Z,removed,"TNC, Lower",Canelo,544875,3492309,544978,3492466,no,stream,spring,NA,4,21,09,2126,17,lotic,none,10.199999999999999,14,89,breezy,0,NA,10,algae,30,"willow, grasses, Eleocharis, forbs",100,"willow, grasses, Eleocharis, forbs","2 RACA removed, 60 & 90mm SVL"
2023-05-18T21:30:00Z,none,"TNC, Upper",Canelo,544852,3492268,544813,3492004,no,stream,spring,NA,6,21,30,2150,20,lotic,none,10.199999999999999,14,89,breezy,0,NA,10,algae,20,"willow, grasses, Eleocharis, forbs",100,"willow, grasses, Eleocharis, forbs",NA
2023-05-18T22:06:00Z,none,Jelk's Pond,Canelo,544907,3490711,NA,NA,no,stock tank,spring,76,18,22,06,2213,7,lentic,none,11.2,18.899999999999999,92.4,breezy,5,algae,25,"Potamogeton, algae",35,Typha,0,0,NA
2023-05-18T22:14:00Z,removed,Jelk's Creek,Canelo,544911,3490736,544984,3490993,no,stream,spring,NA,12,22,14,2235,21,lotic,none,11.2,17.8,92.4,breezy,15,"Lemma, algae",15,"Potamogeton, algae",80,"Scirpus, Typha, willlow, Potamogeton",100,"grasses, willow, cottonwood, forbs",1 male RACA removed @ 110mm SVL
