"Date","surveyors","taxon","Species","No_Obs","Adult","Adults_removed","Juv","Juv_removed","Larvae","Larvae_removed","Egg_mass","Disposition","County","Site_name","Site_at","Start_NAD83_East","Start_NAD83_North","End_NAD83_East","End_NAD83_North","Dry_site","System_type","Water_source","Length_m","Width_m","Start_time","End_time","Total_survey_time","Habitat_type","Precipitation","Air_temp_150cm_C","Water_tmp_5cm_C","Relative_humidity","Wind_speed","Floating_veg_perc","Floating_species","Submerged_veg_perc","Submerged_species","Emergent_veg_perc","Emergent_species","Perimeter_veg_perc","Perimeter_species","Grazing_activity","Comments","Final_Start_NAD83_East","Final_Start_NAD83_North"
2023-05-04,"CLP, JML","FROG","RACA",117,10,0,7,0,100,0,0,"observed","Santa Cruz","Canelo Springs Ranch","Canelo",546421,3487869,546411,3488897,"no","stock tank","spring","56","37","1030","1130",60,"lentic","none","20.7","16.3","19.600000000000001","windy","10","Lemma, algae","10","milfoil","5","grasses","100","grasses","present","Upper pool sections: 3 juv, 2 adults in spring pool. Pond 1 76x36; 0 obsv. Pond 2 46x32; 7 ad, 2 juv, 1 KISO. Pond 3 85x40; 1 ad, 1 juv, 100 tads (breaching). Pond 4 (House) 56x37; 1 juv, bass & sunfish.",NA,NA
2023-05-04,"CLP, JML","TURTLE","KISO",1,1,1,0,0,0,0,0,"observed","Santa Cruz","Canelo Springs Ranch","Canelo",546421,3487869,546411,3488897,"no","stock tank","spring","56","37","1030","1130",60,"lentic","none","20.7","16.3","19.600000000000001","windy","10","Lemma, algae","10","milfoil","5","grasses","100","grasses","present","Pond 2",NA,NA
2023-05-04,"CLP, JML","FROG","RACA",1,1,0,0,0,0,0,0,"observed","Santa Cruz","Woodchopper Tank","Canelo",542709,3480704,NA,NA,"no","stock tank","runoff","67","43","1210","1215",5,"lentic","none","24.1","22.7","21","breezy",NA,NA,NA,NA,NA,NA,NA,NA,"none",NA,NA,NA
2023-05-04,"CLP","FROG","RACA",1,1,1,0,0,0,0,0,"removed","Santa Cruz","Post Canyon","Appleton-Whittell",544947,3493811,544812,3493852,"no","stream","spring",NA,"3","1956","2017",21,"lotic","none","17","17","28.6","still","10","algae","30","algae","20","grasses","100","grasses, trees, shrubs","none","Surveyed from parking to upper dam. Rem 130mm female w/ fat bodies, swabbed.",NA,NA
2023-05-04,"CLP, JML","none","none",0,0,0,0,0,0,0,0,"none","Santa Cruz","McDaniel Well Tank","Appleton-Whittell",547466,3493573,NA,NA,"no","stock tank","well","9","9","2057","2105",8,"lentic","none","14.9","18.600000000000001","32.200000000000003","still",NA,NA,NA,NA,NA,NA,NA,NA,"none","0 in both sides.",NA,NA
2023-05-04,"CLP, JML","none","none",0,0,0,0,0,0,0,0,"none","Santa Cruz","Finley Tank","Appleton-Whittell",547991,3496884,NA,NA,"no","stock tank","well","13","12","2123","2130",7,"lentic","none","10.4","14.1","53.8","still","60","Lemma, algae","0","0","40","grasses, Eleocharis, Scirpus","60","Eleocharis, Scirpus, grasses, willow","none","2 laps: 2123-2130, 2219-2226",NA,NA
2023-05-04,"CLP, JML","FROG","RACH",27,6,0,1,0,20,0,0,"observed","Santa Cruz","Bald Hill Tank","Appleton-Whittell",545465,3496308,NA,NA,"no","tank","well","8","8","2146","2152",6,"lentic","none","12.5","16.100000000000001","45.4","still","0","0","15","chara","5","Eleocharis","5","grasses, Eleocharis","none",NA,NA,NA
2023-05-04,"CLP, JML","FROG","RACH",166,14,0,0,0,150,0,2,"observed","Santa Cruz","Antelope Tank","Appleton-Whittell",545962,3497043,NA,NA,"no","tank","well","8","8","2200","2207",7,"lentic","none","12.5","16.100000000000001","45.4","still","15","algae","50","algae","10","Eleocharis","5","grasses","none",NA,NA,NA
2023-05-04,"CLP, JML","FROG","RACH",23,23,0,0,0,0,0,0,"observed","Santa Cruz","Tellas Tank","Appleton-Whittell",546769,3497848,NA,NA,"no","stock tank","well","29","27","2245","2253",8,"lentic","none","9.4","14.6","55.5","still","10","Lemma, algae","20","Potamogeton, algae","10","Eleocharis","100","grasses, Eleocharis","none","2 calling",NA,NA
2023-05-05,"CLP, JML, RJV","FROG","RACH",85,0,0,0,0,85,0,0,"dipnet, observed","Pima","Hospital Tank","Clyne/Sands",547227,3512978,NA,NA,"no","stock tank","runoff","92","33","1350","1407",17,"lentic","none","30.9","26","16.3","breezy","0","0","0","0","0","0","0","0","none","10 dipnet passes = 15 larvae. Breaching, many at bank.",NA,NA
2023-05-05,"CLP, JML, RJV","FROG","RACH",1,0,0,1,0,0,0,0,"dipnet, observed","Pima","Clyne Pond","LCNCA",546714,3514423,NA,NA,"no","stock tank","runoff","59","51","1421","1435",14,"lentic","none","29","25.1","21.6","breezy","20","algae","50","chara, algae","5","willow","10","willow","none","6 dipnet passes = -0. Juv plop.",NA,NA
2023-05-05,"CLP, JML, RJV","none","none",0,0,0,0,0,0,0,0,"none","Pima","Empire Well W.P.","LCNCA",531033,3516382,NA,NA,"no","wildlife pond","well","23","22","1537","1547",10,"lentic","none","29.2","26.5","18.3","breezy","10","Hydrocotyl","100","Potamogeton, algae","25","bidens tick, Eleocharis, grass","100","mesquite, grasses, shrubs, Eleocharis","fenced","Water level normal.",NA,NA
2023-05-05,"CLP, JML, RJV","FROG","RACH",4,0,0,0,0,4,0,0,"dipnet","Pima","Gaucho W.P.","LCNCA",537351,3513949,NA,NA,"no","wildlife pond","well","23","16","1635","1700",25,"lentic","none","30","25.5","11.2","breezy","10","algae","50","Potamogeton, algae","20","Eleocharis, grasses","100","grasses, Eleocharis","fenced","7 dipnet passes = 4 larvae. 1 w/ hind legs",NA,NA
2023-05-05,"CLP, JML, RJV","none","none",0,0,0,0,0,0,0,0,"none","Pima","Cinco Well W.P.","LCNCA",540545,3516513,NA,NA,"no","wildlife pond","well","32","25","1717","1727",10,"lentic","none","29.1","23.3","15.4","breezy","50","Lemma, algae","50","Potamogeton, algae","10","Eleocharis","100","cottonwood, willow, shrubs, grasses, Eleocharis","fenced","Dead deer in the water. Level normal.",NA,NA
2023-05-05,"CLP, JML, RJV","none","none",0,0,0,0,0,0,0,0,"none","Pima","Bill's W.P","LCNCA",537982,3516405,NA,NA,"no","wildlife pond","well","26","18","1820","1829",9,"lentic","none","27.6","21.3","18.5","breezy","100","algae","100","Potamogeton","0","0","50","Hydrocotyl","fenced","Well not flowing.  Water level VERY low! Level 1m lower (vertically) than normal.",NA,NA
2023-05-05,"CLP, JML, RJV","FROG","RACH",16,13,0,0,0,3,0,0,"observed","Pima","Headwaters","LCNCA",539019,3517416,538868,3516363,"no","stream","spring",NA,"5","2001","2135",93,"lotic","none","17.100000000000001","17.600000000000001","35.4","still","25","Lemma, algae","20","Potomogeton, algae","30","Hydrocotyl, watercress, Eleocharis, Typha, Scirpus, forbs","100","cottonwood, willow, shrubs, forbs, grasses, Typha, Eleocharis, Scirpus","sign","Nearly 30 coatis at pool 4. Pool 11-4 not very good habitat, mostly shallow runs. 65-97mm, calling at p19.",NA,NA
2023-05-05,"CLP, JML, RJV","FROG","RAYA",1,1,0,0,0,0,0,0,"observed","Pima","Headwaters","LCNCA",539019,3517416,538868,3516363,"no","stream","spring",NA,"5","2001","2135",93,"lotic","none","17.100000000000001","17.600000000000001","35.4","still","25","Lemma, algae","20","Potomogeton, algae","30","Hydrocotyl, watercress, Eleocharis, Typha, Scirpus, forbs","100","cottonwood, willow, shrubs, forbs, grasses, Typha, Eleocharis, Scirpus","sign","dead deer in the water. Level normal.",NA,NA
2023-05-09,"JML, RJV","FROG","RACA",5,0,0,0,0,5,0,0,"observed","Santa Cruz","Border Tank","Canelo",541581,3483029,NA,NA,"no","stock tank","runoff","42","28","1415","1609",114,"lentic","none","26.5","24.9","7.7","breezy","0","0","0","0","15","Scirpus, Eleocharis","10","Eleocharis, forbs","sign","Tadpoles 100-120mm TL, some with hind legs. 1.5 hours of emergent bulrush removal performed (~25% of total emergent veg.)",NA,NA
2023-05-09,"JML, RJV","none","none",0,0,0,0,0,0,0,0,"none","Santa Cruz","Middle Canyon Spring","Canelo",544226,3485324,544779,3483730,"no","stream","spring",NA,"6","1950","2040",50,"lotic","none","17.8","20.5","20.7","breezy","0","0","5","pondweed sp.","0","0","0","0","sign","Dry throughout length of survey stretch except for start UTM pool  and end UTM pool downstream from Middle Canyon Tank",NA,NA
2023-05-09,"JML, RJV","none","none",0,0,0,0,0,0,0,0,"none","Santa Cruz","Middle Canyon Tank","Canelo",544728,3483282,NA,NA,"no","stock tank","runoff","30","28","2050","2106",16,"lentic","none","16.600000000000001","19.600000000000001","26.4","breezy","0","0","80","Potamogeton","5","Eleocharis","5","Eleocharis","sign",NA,NA,NA
2023-05-09,"JML, RJV","FROG","RACA",0,0,0,0,0,0,0,0,"none","Santa Cruz","Pauline Tank","Canelo",546283,3483274,NA,NA,"no","stock tank","runoff","42","17","2146","2201",15,"lentic","none","16.5","20","32.700000000000003","breezy","0","0","0","0","0","0","0","0","sign",NA,NA,NA
2023-05-10,"JML, RJV","FROG","RACA",3,0,0,0,0,3,0,0,"observed","Santa Cruz","Border Tank","Canelo",541581,3483029,NA,NA,"no","stock tank","runoff","42","28","945","1425",280,"lentic","none","20.6","21.7","14.3","windy","0","0","0","0","5","Scirpus, Eleocharis","10","Eleocharis, forbs","sign","Tadpoles 100-120mm TL, some with hind legs. Removed 2 large emergent patches of scirpus (10mx6m & 6x4)",NA,NA
2023-05-10,"JML, RJV","FROG","RACA",1,1,0,0,0,0,0,0,"observed","Santa Cruz","Woodchopper Tank","Canelo",542734,3481716,NA,NA,"no","stock tank","runoff","67","42","2000","2052",52,"lentic","none","10.5","18.5","23.1","still","0","0","25","algae","5","Eleocharis","5","Eleocharis","sign","Adult RACA not removed; extremely wary. Veg management performed on perimeter spikerush during the day to aid in night survey.",NA,NA
2023-05-10,"JML, RJV","SALAMANDER","AMTI",60,0,0,0,0,60,0,0,"observed","Santa Cruz","Woodchopper Tank","Canelo",542734,3481716,NA,NA,"no","stock tank","runoff","67","42","2000","2052",52,"lentic","none","10.5","18.5","23.1","still","0","0","25","algae","5","Eleocharis","5","Eleocharis","sign","AMTI larvae observed in water. ~30-60mm TL, small front and hind limbs on most",NA,NA
2023-05-10,"JML, RJV","none","none",0,0,0,0,0,0,0,0,"none","Santa Cruz","Upper Tank","Canelo",542419,3483076,NA,NA,"no","stock tank","runoff","46","16","2111","2118",7,"lentic","none","9.1999999999999993","20.2","30.5","still","0","0","0","0","0","0","0","0","sign",NA,NA,NA
2023-05-10,"JML, RJV","FROG","RACA",5,4,2,1,1,0,0,0,"removed","Santa Cruz","Border Tank","Canelo",541581,3483029,NA,NA,"no","stock tank","runoff","42","28","2132","2232",60,"lentic","none","6","16.399999999999999","31.3","still","0","0","0","0","5","Scirpus, Eleocharis","10","Eleocharis, forbs","sign","2 adult RACA removed; 145mm SVL & 164mm--both females. 145mm = 2mm oviduct, black differentiated eggs. 165mm = 5mm oviduct, black differentiated eggs [photos of both, 2 swab samples taken]. Juve removed @ 65mm SVL",NA,NA
2023-05-10,"JML, RJV","none","none",0,0,0,0,0,0,0,0,"none","Santa Cruz","Canelo Tank","Canelo",542158,3483941,NA,NA,"no","stock tank","runoff","30","22","2257","2303",6,"lentic","none","5","16","36","still","0","0","5","algae","5","Eleocharis","5","Eleocharis","sign",NA,NA,NA
2023-05-11,"JML, RJV","FROG","RACA",62,0,0,0,0,62,0,0,"seine","Santa Cruz","Border Tank","Canelo",541581,3483029,NA,NA,"no","stock tank","runoff","42","27","1300","1444",104,"lentic","none","25","25.4","10.199999999999999","windy","0","0","0","0","5","Scirpus, Eleocharis","10","Eleocharis, forbs","sign","4 seine passes (24 tadpoles removed, 6, 4, 28). 1st & last passes into North cove--most effective. Tadpoles 120-170mm TL, most with hind limbs",NA,NA
2023-05-11,"JML, RJV","FROG","RACA",179,0,0,0,0,179,0,0,"seine","Santa Cruz","Canelo Tank","Canelo",542158,3483941,NA,NA,"no","stock tank","runoff","28","20","1450","1645",115,"lentic","none","23.5","24.9","8.5","windy","0","0","5","algae","5","Eleocharis","5","Eleocharis","sign","5 seine passes (55 tadpoles removed, 66, 30, 15, 13). 100-130mm TL.",NA,NA
2023-05-11,"JML, RJV","FROG","Rana sp.",1,1,0,0,0,0,0,0,"observed","Pima","Pump Canyon","LCNCA",540841,3526007,540306,3524938,"no","stream","spring",NA,"13","1950","2056",66,"lotic","none","17.3/13.4","16.0/17.2","30.2/43.4","breezy","5","Lemma, algae","20","algae","10","Eleocharis, forbs","100","willow, forbs, Eleocharis, cottonwood","sign","Unable to confirm ID adult ranid frog in Pump Pool. Either RAYA or RACH",NA,NA
2023-05-11,"JML, RJV","FROG","RAYA",6,6,0,0,0,0,0,0,"observed","Pima","Mattie Canyon","LCNCA",540306,3524938,539994,3523803,"no","stream","spring",NA,"4","2057","2209",72,"lotic","none","13.4/7.9","17.2/15.1","43.4/39.9","breezy","0","0","5","algae","15","Eleocharis, forbs","100","willow, grasses, Eleocharis, forbs","sign","60-70mm SVL, confirmed ID",NA,NA
2023-05-11,"JML, RJV","FROG","Rana sp.",3,3,0,0,0,0,0,0,"observed","Pima","Mattie Canyon","LCNCA",540306,3524938,539994,3523803,"no","stream","spring",NA,"4","2057","2209",72,"lotic","none","13.4/7.9","17.2/15.1","43.4/39.9","breezy","0","0","5","algae","15","Eleocharis, forbs","100","willow, grasses, Eleocharis, forbs","sign","Unable to confirm ID adult ranid frogs. Either RAYA or RACH",NA,NA
2023-05-11,"JML, RJV","FROG","Rana sp.",50,0,0,0,0,50,0,0,"observed","Pima","Mattie Canyon","LCNCA",540306,3524938,539994,3523803,"no","stream","spring",NA,"4","2057","2209",72,"lotic","none","13.4/7.9","17.2/15.1","43.4/39.9","breezy","0","0","5","algae","15","Eleocharis, forbs","100","willow, grasses, Eleocharis, forbs","sign","Large tadpoles up to 90-100mm TL observed throughout survey stretch. Eithe RAYA or RACH. Mattie Canyon stream is very shallow (~6 inches) and sandy for majority of survey.",NA,NA
2023-05-16,"JML, RJV","TURTLE","KISO",1,1,0,0,0,0,0,0,"observed","Santa Cruz","Ruby Lakes","Cobre Ridge BZ",477306,3478721,NA,NA,"no","stock tank","runoff","175","117","1216","1304",48,"lentic","none","29.9","21.8","29","windy","60","potamogeton, algae, lemma","80","Potamogeton, algae","20","willow, grasses, Eleocharis","100","willow, grasses, Eleocharis","sign",NA,NA,NA
2023-05-16,"JML, RJV","none","none",0,0,0,0,0,0,0,0,"none","Santa Cruz","Papago Tanks","Cobre Ridge BZ",476731,3483408,NA,NA,"no","stock tank","runoff","128","91","1335","1408",33,"lentic","none","26.3","25.5","36","windy","0","0","10","algae","10","willow, grasses, forbs","85","grasses, willow","sign",NA,NA,NA
2023-05-16,"JML, RJV","TURTLE","KISO",1,1,0,0,0,0,0,0,"observed","Santa Cruz","Austerlitz Tank","Cobre Ridge BZ",474059,3481074,NA,NA,"no","stock tank","runoff","45","18","1511","1519",8,"lentic","none","23.7","22.8","42.2","windy","10","algae","50","algae","5","grasses, Eleocharis","90","grasses, Eleocharis, oak","sign",NA,NA,NA
2023-05-16,"JML, RJV","TURTLE","KISO",2,2,0,0,0,0,0,0,"observed","Santa Cruz","Japanese Tank","Cobre Ridge BZ",474285,3479547,NA,NA,"no","stock tank","runoff","56","38","1530","1540",10,"lentic","none","23.5","24.3","41.2","windy","15","potamogeton","100","Potamogeton","0","0","5","mesquite","present",NA,NA,NA
2023-05-16,"JML, RJV","none","none",0,0,0,0,0,0,0,0,"none","Santa Cruz","Cemetery Tank","Cobre Ridge BZ",472838,3483637,NA,NA,"no","stock tank","runoff","81","55","1558","1614",16,"lentic","none","26.1","24.1","38.200000000000003","breezy","5","algae","15","algae","5","grasses","75","grasses","sign","Bass & sunfish",NA,NA
2023-05-16,"JML, RJV","none","none",0,0,0,0,0,0,0,0,"none","Pima","Arivaca Tank","Cobre Ridge BZ",465686,3491105,NA,NA,"no","stock tank","runoff","110","50","1651","1710",19,"lentic","none","26.9","25.2","33","breezy","5","algae","0","0","0","0","15","grasses, seepwillow","sign","GAAF, bullhead fishes",NA,NA
2023-05-16,"JML, RJV","none","none",0,0,0,0,0,0,0,0,"none","Pima","Side Pocket Tank","Cobre Ridge BZ",469567,3487382,NA,NA,"no","stock tank","runoff","28","20","1739","1743",4,"lentic","none","28.4","25.8","27.2","breezy","55","potamogeton, algae","100","Potamogeton, algae","0","0","0","0","sign",NA,NA,NA
2023-05-16,"JML, RJV","none","none",0,0,0,0,0,0,0,0,"none","Santa Cruz","Little Tank","RU1",470265,3478750,NA,NA,"no","stock tank","runoff","111","42","1927","1945",18,"lentic","none","24","22.8","30","breezy","0","0","0","0","0","0","0","0","sign",NA,NA,NA
2023-05-16,"JML, RJV","none","none",0,0,0,0,0,0,0,0,"none","Santa Cruz","Sierra Bonita Tank","RU1",470936,3478133,NA,NA,"no","stock tank","runoff","130","50","2218","2238",20,"lentic","none","23.9","23.3","33.6","breezy","0","0","0","0","0","0","30","grasses, oak","sign",NA,NA,NA
2023-05-17,"JML, RJV","FROG","RACA",1,0,0,1,1,0,0,0,"removed","Santa Cruz","Jelk's Pond","Canelo",544907,3490711,NA,NA,"no","stock tank","spring","76","18","1300","1321",21,"lentic","none","24.7","22.6","39.6","breezy","5","algae","25","Potamogeton, algae","35","Typha","0","0","sign","1 RACA removed @ 90mm SVL. Small rodent in stomach. 1st RACA observed in Jelk's Pond this season",NA,NA
2023-05-17,"JML, RJV","FROG","RACA",1,0,0,1,0,0,0,0,"observed","Santa Cruz","Jelk's Creek","Canelo",544911,3490736,544984,3490993,"no","stream","spring",NA,"12","1322","1541",139,"lotic","none","24.7","20.6","39.6","breezy","15","Lemma, algae","15","Potamogeton, algae","80","Scirpus, Typha, willlow, Potamogeton","100","grasses, willow, cottonwood, forbs","sign","RACA not removed, ~100-110mm SVL (1st RACA observed in Jelk's Creek this season). 2 hours of veg management performed during day.",NA,NA
2023-05-17,"JML, RJV","FROG","RACA",1,0,0,1,0,0,0,0,"observed","Santa Cruz","TNC, Lower","Canelo",544875,3492309,544978,3492466,"no","stream","spring",NA,"4","1607","1700",53,"lotic","none","24","16.899999999999999","37.200000000000003","breezy","0","0","10","algae","30","willow, grasses, Eleocharis, forbs","100","willow, grasses, Eleocharis, forbs","none","RACA not removed, ~90mm SVL",NA,NA
2023-05-17,"JML, RJV","none","none",0,0,0,0,0,0,0,0,"none","Santa Cruz","TNC, Upper","Canelo",544852,3492268,544813,3492004,"no","stream","spring",NA,"6","1711","1742",31,"lotic","none","24","15.2","37.200000000000003","breezy","0","0","10","algae","20","willow, grasses, Eleocharis, forbs","100","willow, grasses, Eleocharis, forbs","none","Splash heard at beginning of survey (chub?). Will monitor during next night survey",NA,NA
2023-05-17,"JML, RJV, I. Latella","FROG","RACH",1,1,0,0,0,0,0,0,"observed","Pima","Coldspring","LCNCA",539671,3523726,540306,3524938,"no","stream","spring",NA,"9","2005","2120",75,"lotic","none","17.7/15.6","19.0/18.1","74.4/83.5","breezy","5","Lemma, algae","30","Potamogeton, algae","75","forbs, Eleocharis, grasses, sedge","100","willow, grasses, Eleocharis, forbs","sign","65mm SVL, observed ~0.1 mi downstream from survey start",NA,NA
2023-05-17,"JML, RJV, I. Latella","FROG","RAYA",3,3,0,0,0,0,0,0,"observed","Pima","Coldspring","LCNCA",539671,3523726,540306,3524938,"no","stream","spring",NA,"9","2005","2120",75,"lotic","none","17.7/15.6","19.0/18.1","74.4/83.5","breezy","5","Lemma, algae","30","Potamogeton, algae","75","forbs, Eleocharis, grasses, sedge","100","willow, grasses, Eleocharis, forbs","sign","60-65mm SVL",NA,NA
2023-05-17,"JML, RJV, I. Latella","FROG","Rana sp.",100,0,0,0,0,100,0,0,"observed","Pima","Coldspring","LCNCA",539671,3523726,540306,3524938,"no","stream","spring",NA,"9","2005","2120",75,"lotic","none","17.7/15.6","19.0/18.1","74.4/83.5","breezy","5","Lemma, algae","30","Potamogeton, algae","75","forbs, Eleocharis, grasses, sedge","100","willow, grasses, Eleocharis, forbs","sign","Large tadpoles up to 90-100mm TL observed throughout survey stretch. Eithe RAYA or RACH.",NA,NA
2023-05-17,"JML, RJV, I. Latella","TURTLE","KISO",1,1,0,0,0,0,0,0,"observed","Pima","Coldspring","LCNCA",539671,3523726,540306,3524938,"no","stream","spring",NA,"9","2005","2120",75,"lotic","none","17.7/15.6","19.0/18.1","74.4/83.5","breezy","5","Lemma, algae","30","Potamogeton, algae","75","forbs, Eleocharis, grasses, sedge","100","willow, grasses, Eleocharis, forbs","sign",NA,NA,NA
2023-05-18,"JML, RJV","FROG","RACA",17,0,0,3,1,14,14,0,"seine","Santa Cruz","Border Tank","Canelo",541581,3483029,NA,NA,"no","stock tank","runoff","41","31","1255","1501",126,"lentic","intermittent","20.8","21.1","49","breezy","0","0","0","0","5","Scirpus, Eleocharis","10","Eleocharis, forbs","sign","1 juve removed, all 75-90mm SVL. 2 seine passes through north cove (11 tadpoles, 3). 120-170mm TL, 5 tail tissue samples collected",NA,NA
2023-05-18,"JML, RJV","FROG","RACA",83,1,1,0,0,82,82,0,"seine","Santa Cruz","Canelo Tank","Canelo",542158,3483941,NA,NA,"no","stock tank","runoff","28","20","1507","1710",123,"lentic","steady","15.9","20.2","75.3","breezy","0","0","15","algae","5","Eleocharis","5","Eleocharis","sign","168mm SVL female removed in first seine pull. Front digit tissue sample collected. 5 seine passes (16 tadpoles removed, 16, 19, 17, 14).",NA,NA
2023-05-18,"JML, RJV","none","none",0,0,0,0,0,0,0,0,"none","Santa Cruz","Lower ODonell Creek","Canelo",545849,3493309,545150,3492703,"no","stream","spring",NA,"6","2000","2055",55,"lotic","none","15.1/13.5","18.9/13.2","85.1/87.1","breezy","0","0","10","algae","20","willow, grasses, Eleocharis, forbs","100","willow, grasses, Eleocharis, forbs","sign","Survey start at downstream 'Dam 2' on AWRR; end at Forest Service/TNC border fence.",NA,NA
2023-05-18,"JML, RJV","FROG","RACA",2,0,0,2,2,0,0,0,"removed","Santa Cruz","TNC, Lower","Canelo",544875,3492309,544978,3492466,"no","stream","spring",NA,"4","2109","2126",17,"lotic","none","10.199999999999999","14","89","breezy","0","0","10","algae","30","willow, grasses, Eleocharis, forbs","100","willow, grasses, Eleocharis, forbs","none","2 RACA removed, 60 & 90mm SVL",NA,NA
2023-05-18,"JML, RJV","none","none",0,0,0,0,0,0,0,0,"none","Santa Cruz","TNC, Upper","Canelo",544852,3492268,544813,3492004,"no","stream","spring",NA,"6","2130","2150",20,"lotic","none","10.199999999999999","14","89","breezy","0","0","10","algae","20","willow, grasses, Eleocharis, forbs","100","willow, grasses, Eleocharis, forbs","none",NA,NA,NA
2023-05-18,"JML, RJV","none","none",0,0,0,0,0,0,0,0,"none","Santa Cruz","Jelk's Pond","Canelo",544907,3490711,NA,NA,"no","stock tank","spring","76","18","2206","2213",7,"lentic","none","11.2","18.899999999999999","92.4","breezy","5","algae","25","Potamogeton, algae","35","Typha","0","0","sign",NA,NA,NA
2023-05-18,"JML, RJV","FROG","RACA",1,0,0,1,0,0,0,0,"removed","Santa Cruz","Jelk's Creek","Canelo",544911,3490736,544984,3490993,"no","stream","spring",NA,"12","2214","2235",21,"lotic","none","11.2","17.8","92.4","breezy","15","Lemma, algae","15","Potamogeton, algae","80","Scirpus, Typha, willlow, Potamogeton","100","grasses, willow, cottonwood, forbs","sign","1 male RACA removed @ 110mm SVL",NA,NA
2023-05-23,"JML, RJV","none","none",0,0,0,0,0,0,0,0,"none","Santa Cruz","Home Tank","Elgin Buffer Zone",537903,3505060,NA,NA,"no","stock tank","well","74","45","1208","1216",8,"lentic","none","30","27.2","12.9","windy","0","0","0","0","15","grasses, forbs","40","grasses, forbs","present",NA,NA,NA
2023-05-23,"JML, RJV","FROG","RACA",3,0,0,3,2,0,0,0,"removed","Santa Cruz","Turkey Creek, Canelo Project","Canelo",546093,3491491,546787,3492538,"no","stream","spring",NA,"8","2011","2055",44,"lotic","none","15.6","16.899999999999999","30.9","breezy","5","algae","25","algae","15","Eleocharis, willow","80","willow, grasses, Eleocharis, forbs","none","2/3 RACA juves removed, 80-90mm SVL. Significant drying of pools and complete runs since last survey weeks prior",NA,NA
2023-05-23,"JML, RJV","none","none",0,0,0,0,0,0,0,0,"none","Santa Cruz","Jelk's Pond","Canelo",544907,3490711,NA,NA,"no","stock tank","spring","75","18","2120","2131",11,"lentic","none","15.6","22.1","29.1","breezy","5","algae","25","Potamogeton, algae","35","Typha","0","0","sign",NA,NA,NA
2023-05-23,"JML, RJV","none","none",0,0,0,0,0,0,0,0,"none","Santa Cruz","Jelk's Creek","Canelo",544911,3490736,544984,3490993,"no","stream","spring",NA,"12","2132","2152",20,"lotic","none","15.6","19","29.1","breezy","15","Lemma, algae","15","Potamogeton, algae","80","Scirpus, Typha, willlow, Potamogeton","100","grasses, willow, cottonwood, forbs","sign",NA,NA,NA
2023-05-23,"JML, RJV","none","none",0,0,0,0,0,0,0,0,"none","Santa Cruz","Spartacus Pond","Canelo",544862,3491038,NA,NA,"no","stream","spring","4","4","2156","2203",7,"lentic","none","15.6","21","29.1","breezy","0","0","10","algae","5","grasses, forbs","40","grasses, forbs, willow","none",NA,NA,NA
2023-05-31,"JML, RJV","none","none",0,0,0,0,0,0,0,0,"none","Cochise","Pyeatt Tank","Canelo",551674,3491760,NA,NA,"no","stock tank","well","87","53","2003","2019",16,"lentic","none","17.399999999999999","20.9","30.7","windy","80","Lemma, algae","25","Potamogeton","10","willow","30","willow","sign",NA,NA,NA
2023-05-31,"JML, RJV","none","none",0,0,0,0,0,0,0,0,"none","Santa Cruz","Turkey Creek, Canelo Project","Canelo",546093,3491491,546063,3490632,"no","stream","spring",NA,"3","2043","2136",53,"lotic","none","14.9","15.2","52.3","windy","0","0","20","algae","10","Eleocharis, willow","75","willow, grasses, Eleocharis, forbs","none","Creek stretch from Canelo Project House upstream to road crossing completely dry. Forest Service section upstream from road crossing to END UTM only had 2 pools.",NA,NA
2023-06-01,"CLP, RJV","FROG","RACH",2,2,0,0,0,0,0,0,"observed","Santa Cruz","Post Canyon","Appleton-Whittell",544945,3493803,545042,3493986,"no","stream","spring",NA,"4","2030","2044",14,"lotic","none","20.3","20.6","29.7","still","5","algae","70","Potamogeton","0","0","10","willow, grasses","none","RACH in lower pool. Surveyed from parking pool to pool below tinaja. Pools lower, dry upstream.",NA,NA
2023-06-01,"CLP, RJV","FROG","HYAR",1,1,0,0,0,0,0,0,"observed","Santa Cruz","Post Canyon","Appleton-Whittell",544945,3493803,545042,3493986,"no","stream","spring",NA,"4","2030","2044",14,"lotic","none","20.3","20.6","29.7","still","5","algae","70","Potamogeton","0","0","10","willow, grasses","none","HYAR in tinaja pool. Surveyed from parking pool to pool below tinaja. Pools lower, dry upstream.",NA,NA
2023-06-01,"CLP, RJV","TURTLE","KISO",6,4,0,2,0,0,0,0,"observed","Santa Cruz","Post Canyon","Appleton-Whittell",544945,3493803,545042,3493986,"no","stream","spring",NA,"4","2030","2044",14,"lotic","none","20.3","20.6","29.7","still","5","algae","70","Potamogeton","0","0","10","willow, grasses","none","KISO in lower pool. Surveyed from parking pool to pool below tinaja. Pools lower, dry upstream.",NA,NA
2023-06-01,"CLP, RJV","FROG","RACA",1,1,1,0,0,0,0,0,"removed","Santa Cruz","McDaniel Well Tank","Appleton-Whittell",547466,3493573,NA,NA,"no","stock tank","well","9","9","2132","2213",41,"lentic","none","18.3","17.399999999999999","35.799999999999997","still","10","algae","100","Potamogeton","10","Eleocharis","100","Eleocharis","none","Apx 110mm. In north pond.",NA,NA
